"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""onload\",\"body\",\"body\",\"40\","-1"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""subject\",\"random\",\"1\",\"45\","-1"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""order\",\"col\",\"0_1_2\",\"45\","-1"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""order\",\"row\",\"1_0_2\",\"45\","-1"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""events\",\"open_close\",\"1_1\",\"45\","-1"
"5","","","2_3x3_2.php","","91.65.180.138","","2014-10-06 13:16:26",""mouseover\",\"c1\",\"in\",\"1270\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"22,25\",\"1692\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"22,25\",\"1693\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a2\",\"out\",\"1710\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"a1\",\"in\",\"1710\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"97,20\",\"1710\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"97,20\",\"1712\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"97,19\",\"1804\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"97,19\",\"1805\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a1\",\"out\",\"1822\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"a2\",\"in\",\"1840\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"1,17\",\"1840\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"1,17\",\"1842\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"13,17\",\"1856\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"13,17\",\"1857\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"34,22\",\"1874\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"34,22\",\"1875\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"50,25\",\"1917\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"50,25\",\"1917\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"63,30\",\"1935\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"63,30\",\"1935\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"54,31\",\"2369\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"54,31\",\"2370\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"48,31\",\"2386\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"48,31\",\"2387\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"38,32\",\"2404\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"38,32\",\"2405\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"30,33\",\"2421\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"30,33\",\"2421\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"21,33\",\"2439\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"21,33\",\"2439\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"11,33\",\"2479\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a2\",\"11,33\",\"2480\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a2\",\"out\",\"2497\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"a1\",\"in\",\"2497\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"83,33\",\"2497\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"83,33\",\"2499\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"71,36\",\"2514\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"71,36\",\"2515\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"62,37\",\"2531\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"62,37\",\"2532\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"58,37\",\"2548\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"58,37\",\"2549\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"48,37\",\"2592\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"48,37\",\"2592\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"32,37\",\"2608\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"32,37\",\"2609\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"29,37\",\"2626\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"29,37\",\"2627\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"26,39\",\"2643\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"26,39\",\"2644\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"23,39\",\"2660\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"23,39\",\"2661\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"19,40\",\"2704\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"19,40\",\"2705\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"15,41\",\"2722\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"15,41\",\"2723\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"12,41\",\"2879\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"12,41\",\"2880\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"6,40\",\"2929\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"6,40\",\"2930\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"1,39\",\"2947\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"1,39\",\"2948\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"0,37\",\"2992\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a1\",\"0,37\",\"2993\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a1\",\"out\",\"3042\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"a0\",\"in\",\"3218\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"94,32\",\"3218\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"94,32\",\"3219\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"88,28\",\"3267\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"88,28\",\"3267\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"55,16\",\"3284\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"55,16\",\"3285\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,14\",\"3302\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,14\",\"3302\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,14\",\"3319\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,14\",\"3320\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,15\",\"3945\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,15\",\"3945\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,17\",\"3962\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,17\",\"3963\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,18\",\"3980\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,18\",\"3980\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,19\",\"3997\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,19\",\"3998\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,21\",\"4015\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,21\",\"4015\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,22\",\"4055\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"48,22\",\"4055\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,26\",\"4072\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,26\",\"4072\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,28\",\"4090\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,28\",\"4090\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,28\",\"4108\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"46,28\",\"4108\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"44,30\",\"4167\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"44,30\",\"4167\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"43,30\",\"4517\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"43,30\",\"4517\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"42,29\",\"4542\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"42,29\",\"4542\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"39,26\",\"4559\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"39,26\",\"4560\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"38,22\",\"4577\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"38,22\",\"4578\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"36,19\",\"4617\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"36,19\",\"4617\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"34,15\",\"4634\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"34,15\",\"4635\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"33,13\",\"4652\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"33,13\",\"4653\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"31,10\",\"4669\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"31,10\",\"4670\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"31,9\",\"4687\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"31,9\",\"4688\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"30,7\",\"4729\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"30,7\",\"4730\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"27,3\",\"4747\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"27,3\",\"4747\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"25,2\",\"4764\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"25,2\",\"4765\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"24,2\",\"4782\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"24,2\",\"4783\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,0\",\"4842\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,0\",\"4842\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a0\",\"out\",\"4859\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"a0\",\"in\",\"4967\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,3\",\"4967\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,3\",\"4968\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,4\",\"4984\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,4\",\"4984\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,9\",\"5002\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,9\",\"5003\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,13\",\"5019\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,13\",\"5020\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,23\",\"5067\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"23,23\",\"5067\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"28,49\",\"5084\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"a0\",\"28,49\",\"5085\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"a0\",\"out\",\"5102\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"b0\",\"in\",\"5119\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,0\",\"5119\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,0\",\"5121\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,1\",\"5137\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,1\",\"5138\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,3\",\"5179\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,3\",\"5180\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,5\",\"5197\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,5\",\"5197\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"28,6\",\"5242\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"28,6\",\"5242\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"28,10\",\"5292\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"28,10\",\"5293\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,16\",\"5309\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,16\",\"5310\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,18\",\"5327\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,18\",\"5328\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,19\",\"5405\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"27,19\",\"5405\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,26\",\"5421\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"29,26\",\"5422\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"31,27\",\"5439\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"31,27\",\"5440\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"31,28\",\"5517\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"31,28\",\"5517\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"37,33\",\"5535\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"37,33\",\"5535\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"43,37\",\"5552\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"43,37\",\"5553\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"47,39\",\"5569\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"47,39\",\"5570\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"67,45\",\"5586\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"67,45\",\"5587\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"78,46\",\"5629\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"b0\",\"78,46\",\"5630\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"b0\",\"out\",\"5647\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"c1\",\"in\",\"5647\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"61,1\",\"5647\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"61,1\",\"5649\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"77,4\",\"5664\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"77,4\",\"5665\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"80,4\",\"5682\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"80,4\",\"5682\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"81,4\",\"5698\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"81,4\",\"5699\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"84,4\",\"5742\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"84,4\",\"5743\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"91,3\",\"5759\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c1\",\"91,3\",\"5760\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseout\",\"c1\",\"out\",\"5777\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mouseover\",\"c2\",\"in\",\"5794\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"8,2\",\"5794\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"8,2\",\"5796\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"12,2\",\"5812\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"12,2\",\"5812\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"14,2\",\"5855\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"14,2\",\"5855\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"15,0\",\"5873\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"15,0\",\"5873\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"77,0\",\"6079\","-1"
"344","","","2_3x3_2.php","","94.222.252.116","","2014-10-07 09:11:30",""mousemove\",\"c2\",\"77,0\",\"6080\","-1"
