"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"47,15\",\"2855\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"43,15\",\"2863\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"41,15\",\"2871\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"38,15\",\"2879\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"36,15\",\"2887\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"34,15\",\"2895\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"33,15\",\"2903\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"31,15\",\"2911\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"30,15\",\"2919\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"28,15\",\"2927\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"27,15\",\"2935\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"25,15\",\"2943\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"24,15\",\"2951\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"23,15\",\"2959\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"24,15\",\"3039\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"28,14\",\"3047\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"32,12\",\"3055\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"40,9\",\"3063\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"43,8\",\"3071\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"50,4\",\"3079\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"55,3\",\"3087\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"62,0\",\"3095\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c0\",\"out\",\"3104\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c0\",\"\",\"3136\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"a0\",\"-182 ; -182\",\"3137\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"b0\",\"85,48\",\"3138\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"b0\",\"86,48\",\"3143\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"b0\",\"out\",\"3216\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"a0\",\"\",\"3224\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c0\",\"-136,5 ; -364\",\"3224\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,1\",\"3225\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,6\",\"3231\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,10\",\"3240\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,14\",\"3248\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,20\",\"3260\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"86,23\",\"3269\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"89,28\",\"3271\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"91,29\",\"3279\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"94,32\",\"3288\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"96,33\",\"3295\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c0\",\"99,35\",\"3303\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c0\",\"out\",\"3311\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c0\",\"\",\"3325\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c1\",\"-136,5 ; -546\",\"3325\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"5,39\",\"3325\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"12,40\",\"3334\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"22,41\",\"3337\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"32,42\",\"3345\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"45,42\",\"3352\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"56,42\",\"3359\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"67,42\",\"3367\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"81,42\",\"3375\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c1\",\"90,42\",\"3383\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c1\",\"out\",\"3391\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c1\",\"\",\"3400\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c2\",\"-136,5 ; -136,5\",\"3400\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"3,39\",\"3402\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"13,38\",\"3411\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"23,37\",\"3419\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"32,36\",\"3423\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"40,35\",\"3431\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"45,34\",\"3439\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"48,34\",\"3447\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"52,32\",\"3455\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"53,31\",\"3463\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"54,31\",\"3471\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"55,30\",\"3487\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"56,29\",\"3495\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"57,29\",\"3511\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"58,29\",\"3519\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"60,29\",\"3527\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"62,29\",\"3535\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"65,28\",\"3543\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"70,28\",\"3551\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"72,28\",\"3559\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"75,28\",\"3567\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"80,28\",\"3575\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"82,28\",\"3583\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"86,28\",\"3591\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"88,28\",\"3599\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"91,28\",\"3607\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"95,29\",\"3615\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c2\",\"out\",\"3624\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c2\",\"\",\"3634\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"c3\",\"-364 ; -227,5\",\"3635\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"5,31\",\"3635\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"12,33\",\"3644\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"30,34\",\"3656\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"37,35\",\"3663\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"41,36\",\"3671\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"44,36\",\"3680\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"47,36\",\"3687\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"49,36\",\"3695\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"50,36\",\"3703\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"52,36\",\"3711\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"53,36\",\"3720\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"54,36\",\"3728\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"55,36\",\"3735\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"56,36\",\"3751\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"57,36\",\"3760\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"58,36\",\"3769\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"59,37\",\"3775\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"60,38\",\"3784\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"61,38\",\"3791\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"62,39\",\"3800\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"63,39\",\"3807\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"64,40\",\"3823\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"65,40\",\"3839\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"67,40\",\"3847\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"70,41\",\"3855\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"73,41\",\"3863\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"77,42\",\"3871\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"86,43\",\"3879\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"94,43\",\"3887\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c3\",\"out\",\"3896\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseover\",\"btn3\",\"Strategie 3\",\"3960\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"btn3\",\"Strategie 3\",\"4632\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"91,23\",\"4633\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"79,23\",\"4640\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"68,22\",\"4648\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"57,22\",\"4657\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"48,22\",\"4665\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"37,23\",\"4672\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"29,23\",\"4680\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"24,24\",\"4688\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"20,24\",\"4696\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"19,24\",\"4712\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"18,25\",\"4728\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"18,26\",\"4735\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"16,26\",\"4744\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"16,27\",\"4752\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"14,28\",\"4767\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"12,29\",\"4776\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"11,30\",\"4784\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"9,31\",\"4792\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"5,33\",\"4800\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"4,33\",\"4808\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"2,34\",\"4816\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c3\",\"out\",\"4824\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"95,35\",\"4842\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"88,36\",\"4850\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"78,36\",\"4856\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"69,36\",\"4864\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"59,36\",\"4872\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"47,36\",\"4880\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"37,36\",\"4888\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"30,35\",\"4896\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"25,35\",\"4904\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"22,34\",\"4912\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"20,34\",\"4920\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"19,33\",\"4928\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"18,33\",\"4936\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"16,33\",\"4944\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"19,32\",\"5104\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"22,32\",\"5115\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"27,31\",\"5128\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"30,31\",\"5136\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"32,31\",\"5145\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"37,31\",\"5152\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"39,31\",\"5165\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"42,30\",\"5168\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"43,30\",\"5176\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"44,30\",\"5352\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"45,30\",\"5359\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"51,29\",\"5375\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"58,28\",\"5384\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"69,28\",\"5392\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"78,27\",\"5400\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c2\",\"91,27\",\"5407\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mouseout\",\"c2\",\"out\",\"5416\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"12,26\",\"5431\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"27,25\",\"5439\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"39,24\",\"5440\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"50,24\",\"5448\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"61,22\",\"5456\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"65,22\",\"5464\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"68,22\",\"5472\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"70,21\",\"5480\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"72,21\",\"5648\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"82,25\",\"5656\","-1"
"29","v2","","4_4x4_2.php","Haribo","84.44.242.245","btn3","2014-10-06 13:43:43",""mousemove\",\"c3\",\"95,28\",\"5663\","-1"
