"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"71,6\",\"5597\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"72,6\",\"5602\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"73,6\",\"5604\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"74,7\",\"5608\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"75,7\",\"5613\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"76,7\",\"5615\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"77,8\",\"5619\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"78,9\",\"5624\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"79,9\",\"5630\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"80,9\",\"5631\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"80,10\",\"5633\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"81,10\",\"5637\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"82,10\",\"5642\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"83,11\",\"5644\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"84,12\",\"5650\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"85,12\",\"5658\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"85,13\",\"5662\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"86,13\",\"5665\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"87,13\",\"5669\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"88,14\",\"5676\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"89,14\",\"5685\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"90,15\",\"5693\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"90,16\",\"5706\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"90,17\",\"5720\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"90,18\",\"5729\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"90,19\",\"5733\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"91,20\",\"5739\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"91,21\",\"5746\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"91,22\",\"5751\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"92,22\",\"5753\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"92,23\",\"5755\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"93,23\",\"5759\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"94,24\",\"5763\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"95,24\",\"5767\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"96,24\",\"5771\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"97,24\",\"5772\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"97,25\",\"5774\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"98,25\",\"5776\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c1\",\"99,26\",\"5780\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseout\",\"c1\",\"out\",\"5785\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"c1\",\"\",\"5817\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"c2\",\"-136,5 ; -136,5\",\"5818\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"0,27\",\"5818\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"1,27\",\"5824\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"2,27\",\"5825\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"2,28\",\"5828\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"3,28\",\"5830\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"4,28\",\"5832\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"5,28\",\"5833\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"6,28\",\"5836\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"7,28\",\"5838\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"8,28\",\"5839\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"9,29\",\"5841\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"10,29\",\"5843\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"12,30\",\"5845\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"13,30\",\"5847\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"15,30\",\"5849\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"16,30\",\"5850\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"18,30\",\"5852\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"19,31\",\"5854\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"21,31\",\"5856\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"24,32\",\"5858\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"26,32\",\"5860\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"28,33\",\"5863\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"30,33\",\"5865\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"31,33\",\"5867\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"33,33\",\"5869\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"35,33\",\"5871\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"35,34\",\"5872\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"37,34\",\"5874\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"39,34\",\"5876\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"40,35\",\"5878\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"41,35\",\"5880\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"43,35\",\"5881\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"44,35\",\"5885\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"46,35\",\"5887\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"47,35\",\"5889\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"48,35\",\"5891\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"50,35\",\"5892\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"50,36\",\"5894\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"52,36\",\"5896\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"53,36\",\"5900\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"55,36\",\"5902\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"56,36\",\"5903\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"57,36\",\"5905\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"59,36\",\"5907\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"60,37\",\"5909\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"61,37\",\"5911\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"63,37\",\"5913\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"63,38\",\"5914\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"64,38\",\"5916\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"66,38\",\"5918\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"67,38\",\"5920\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"68,38\",\"5922\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"70,38\",\"5924\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"72,38\",\"5927\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"72,39\",\"5929\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"73,39\",\"5931\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"74,39\",\"5933\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"75,39\",\"5935\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"77,39\",\"5938\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"78,39\",\"5942\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"79,39\",\"5946\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"80,39\",\"5951\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"81,39\",\"5953\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"82,39\",\"5958\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"83,39\",\"5966\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"84,39\",\"5969\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"85,39\",\"5979\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"85,40\",\"5982\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"86,40\",\"5993\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"87,40\",\"6010\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"88,40\",\"6021\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"88,41\",\"6023\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"89,41\",\"6032\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"90,41\",\"6045\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"91,42\",\"6050\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"92,42\",\"6057\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"94,42\",\"6063\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"94,43\",\"6065\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"95,43\",\"6067\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"97,43\",\"6069\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c2\",\"98,43\",\"6071\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseout\",\"c2\",\"out\",\"6073\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"c2\",\"\",\"6083\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"c3\",\"-364 ; -227,5\",\"6083\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"1,44\",\"6083\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"3,44\",\"6084\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"4,44\",\"6090\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"8,44\",\"6091\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"9,44\",\"6092\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"11,45\",\"6093\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"14,45\",\"6095\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"16,45\",\"6097\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"17,45\",\"6099\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"18,45\",\"6100\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"20,45\",\"6102\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"22,45\",\"6104\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"23,45\",\"6106\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"25,45\",\"6108\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"27,45\",\"6110\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"28,45\",\"6111\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"29,45\",\"6113\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"31,45\",\"6115\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"32,45\",\"6117\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"33,45\",\"6119\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"35,45\",\"6121\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"36,45\",\"6124\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"37,45\",\"6126\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"39,45\",\"6128\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"40,45\",\"6132\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"41,45\",\"6133\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"42,45\",\"6135\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"43,45\",\"6137\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"45,45\",\"6141\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"46,45\",\"6144\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"47,45\",\"6146\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"48,45\",\"6148\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"50,46\",\"6151\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"52,46\",\"6154\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"52,47\",\"6155\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"53,47\",\"6157\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"54,47\",\"6159\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"55,47\",\"6161\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"56,47\",\"6164\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"57,47\",\"6166\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"58,47\",\"6168\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"59,47\",\"6172\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"60,47\",\"6174\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"61,47\",\"6176\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"62,47\",\"6179\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"63,47\",\"6187\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"63,48\",\"6189\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"64,48\",\"6190\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"65,48\",\"6199\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"65,49\",\"6309\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"c3\",\"65,50\",\"6317\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseout\",\"c3\",\"out\",\"6330\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"c3\",\"\",\"6357\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mouseover\",\"d3\",\"-364 ; -364\",\"6357\","-1"
"596","v2","","4_4x4_2.php","JanDal","10.238.104.20","btn4","2014-10-07 12:15:11",""mousemove\",\"d3\",\"63,0\",\"6357\","-1"
