"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"39,31\",\"3366\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"40,31\",\"3374\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"41,30\",\"3382\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"42,30\",\"3390\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"43,29\",\"3398\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"44,29\",\"3406\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"45,29\",\"3414\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"45,28\",\"3510\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"45,26\",\"3518\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"45,21\",\"3526\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"45,14\",\"3534\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"43,12\",\"3542\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"41,10\",\"3550\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"40,7\",\"3558\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"39,7\",\"3566\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"38,6\",\"3574\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"37,5\",\"3583\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"36,3\",\"3622\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"36,2\",\"3630\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"c2\",\"36,1\",\"3638\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"c2\",\"out\",\"3647\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"c2\",\"\",\"3669\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b2\",\"0 ; 270\",\"3669\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"38,49\",\"3671\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,48\",\"3671\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,46\",\"3684\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,44\",\"3695\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,43\",\"3702\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,42\",\"3710\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,40\",\"3718\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,39\",\"3734\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,38\",\"3742\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,37\",\"3750\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,36\",\"3759\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,34\",\"3774\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"39,33\",\"3782\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"38,32\",\"3790\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"38,31\",\"3798\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"38,30\",\"3806\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"37,29\",\"3822\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"37,28\",\"3846\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"36,28\",\"4095\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"35,28\",\"4102\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"33,28\",\"4110\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"27,29\",\"4118\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"19,30\",\"4126\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"11,30\",\"4134\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b2\",\"1,31\",\"4142\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"b2\",\"out\",\"4151\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b2\",\"\",\"4152\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b1\",\"0 ; 0\",\"4152\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"98,31\",\"4153\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"88,31\",\"4159\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"78,31\",\"4167\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"69,31\",\"4174\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"63,31\",\"4183\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"59,30\",\"4190\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"55,30\",\"4198\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"53,29\",\"4207\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"52,29\",\"4221\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"51,29\",\"4223\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"49,29\",\"4431\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"47,29\",\"4438\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"44,29\",\"4446\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"42,29\",\"4454\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"38,29\",\"4462\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"32,29\",\"4470\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"28,29\",\"4478\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"24,29\",\"4486\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"18,29\",\"4494\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"13,29\",\"4502\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"8,29\",\"4510\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"5,28\",\"4518\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"2,28\",\"4526\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b1\",\"1,28\",\"4534\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"b1\",\"out\",\"4543\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b1\",\"\",\"4588\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b0\",\"540 ; 180\",\"4588\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"99,28\",\"4589\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"97,27\",\"4597\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"93,27\",\"4615\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"91,27\",\"4627\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"87,26\",\"4635\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"83,26\",\"4644\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"78,26\",\"4648\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"74,25\",\"4655\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"69,25\",\"4662\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"66,25\",\"4670\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"62,25\",\"4678\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"60,25\",\"4686\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"56,25\",\"4694\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"54,25\",\"4702\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"51,24\",\"4710\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"49,24\",\"4718\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"46,24\",\"4726\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"44,24\",\"4734\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"42,24\",\"4742\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"39,24\",\"4750\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"38,24\",\"4766\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"36,24\",\"4774\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"36,22\",\"5334\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"36,20\",\"5348\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"36,19\",\"5351\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"36,18\",\"5358\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,16\",\"5366\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,14\",\"5374\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,13\",\"5382\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,10\",\"5390\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,9\",\"5398\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,6\",\"5406\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,3\",\"5414\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"b0\",\"37,1\",\"5422\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"b0\",\"out\",\"5431\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"b0\",\"\",\"5460\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"a0\",\"360 ; 360\",\"5460\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"39,48\",\"5461\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"39,47\",\"5468\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"39,46\",\"5472\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"39,45\",\"5487\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"40,44\",\"5743\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"41,43\",\"5751\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"43,42\",\"5759\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"47,41\",\"5767\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"49,40\",\"5782\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"51,40\",\"5790\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"55,39\",\"5798\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"56,38\",\"5806\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"58,38\",\"5814\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"59,38\",\"5822\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"61,38\",\"5830\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"63,37\",\"5838\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"64,37\",\"5846\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"66,36\",\"5854\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"68,36\",\"5862\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"69,36\",\"5870\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"72,36\",\"5878\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"77,35\",\"5886\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"79,34\",\"5894\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"81,34\",\"5902\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"84,33\",\"5910\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"87,33\",\"5918\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"89,33\",\"5926\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"90,33\",\"5934\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"91,33\",\"5942\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"94,32\",\"5951\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"96,32\",\"5958\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a0\",\"98,32\",\"5974\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"a0\",\"out\",\"5975\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"a0\",\"\",\"5999\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"a1\",\"180 ; 540\",\"5999\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"3,32\",\"6000\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"6,32\",\"6013\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"11,32\",\"6015\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"16,32\",\"6023\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"20,32\",\"6031\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"25,33\",\"6039\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"29,33\",\"6047\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"32,33\",\"6055\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"36,33\",\"6063\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"41,33\",\"6071\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"43,33\",\"6079\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"46,33\",\"6087\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"47,33\",\"6094\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"49,33\",\"6103\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"51,33\",\"6111\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"54,33\",\"6119\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"56,33\",\"6127\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"59,33\",\"6135\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"63,33\",\"6143\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"65,33\",\"6151\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"68,33\",\"6159\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"71,33\",\"6167\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"74,33\",\"6175\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"75,33\",\"6183\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"77,33\",\"6191\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"79,33\",\"6199\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"80,33\",\"6207\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"82,33\",\"6215\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"84,32\",\"6223\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"86,32\",\"6231\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"89,32\",\"6239\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"90,32\",\"6247\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"91,32\",\"6255\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"94,32\",\"6263\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"97,32\",\"6271\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a1\",\"99,31\",\"6279\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseout\",\"a1\",\"out\",\"6287\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"a1\",\"\",\"6311\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mouseover\",\"a2\",\"0 ; 270\",\"6312\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"1,31\",\"6313\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"3,31\",\"6321\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"6,31\",\"6329\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"7,31\",\"6335\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"10,31\",\"6343\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"13,31\",\"6351\","-1"
"23","","","2_3x3_2.php","","84.44.242.245","btn1","2014-10-06 13:42:38",""mousemove\",\"a2\",\"15,31\",\"6359\","-1"
