"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"26,12\",\"2595\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"45,11\",\"2606\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"50,10\",\"2617\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"53,10\",\"2628\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"62,9\",\"2640\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"63,9\",\"2651\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""click\",\"b1\",\"\",\"2866\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"63,9\",\"2866\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"66,9\",\"2876\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"69,10\",\"2887\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"73,11\",\"2899\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"86,12\",\"2909\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"93,12\",\"2921\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"b1\",\"out\",\"2933\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"b2\",\"in\",\"2933\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"4,13\",\"2933\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"9,14\",\"2945\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"22,16\",\"2956\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"27,18\",\"2973\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"32,20\",\"2982\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"34,21\",\"2990\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"37,23\",\"3000\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"38,25\",\"3011\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"39,25\",\"3023\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"41,26\",\"3034\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"44,27\",\"3046\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"44,28\",\"3056\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"45,28\",\"3067\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"47,28\",\"3135\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"49,28\",\"3146\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"51,28\",\"3158\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"54,28\",\"3168\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"55,28\",\"3180\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"59,27\",\"3191\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"61,27\",\"3203\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"62,27\",\"3215\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"63,27\",\"3226\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""click\",\"b2\",\"\",\"3382\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"63,27\",\"3383\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"62,27\",\"3405\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"51,29\",\"3416\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"44,30\",\"3427\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"35,33\",\"3439\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b2\",\"6,40\",\"3451\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"b2\",\"out\",\"3462\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"b1\",\"in\",\"3462\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"98,43\",\"3462\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"b1\",\"57,50\",\"3474\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"b1\",\"out\",\"3485\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c0\",\"in\",\"3508\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"90,10\",\"3508\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"56,16\",\"3517\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"46,18\",\"3529\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"31,21\",\"3540\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"27,22\",\"3551\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"28,22\",\"3686\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"29,21\",\"3697\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"30,20\",\"3709\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"31,20\",\"3934\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"32,20\",\"3945\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""click\",\"c0\",\"\",\"3946\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"32,20\",\"3946\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"34,21\",\"3956\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"43,22\",\"3968\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"48,22\",\"3979\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"53,22\",\"3990\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"68,22\",\"4002\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"75,22\",\"4013\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c0\",\"98,22\",\"4024\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c0\",\"out\",\"4036\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c1\",\"in\",\"4036\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"2,22\",\"4036\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"27,22\",\"4046\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"35,22\",\"4057\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"49,22\",\"4068\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"52,22\",\"4080\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"53,22\",\"4114\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""click\",\"c1\",\"\",\"4397\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"53,22\",\"4398\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"54,22\",\"4440\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"57,22\",\"4451\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"61,23\",\"4462\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"74,23\",\"4474\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"81,23\",\"4485\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c1\",\"out\",\"4497\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c2\",\"in\",\"4507\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"6,23\",\"4507\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"19,23\",\"4518\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"23,24\",\"4530\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"27,24\",\"4542\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"29,25\",\"4553\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"30,25\",\"4564\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"31,25\",\"4575\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"32,25\",\"4587\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"33,25\",\"4632\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"35,26\",\"4643\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"39,26\",\"4665\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"40,26\",\"4677\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"44,26\",\"4687\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"46,26\",\"4698\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"47,26\",\"4721\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"48,26\",\"4801\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"50,27\",\"4812\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"52,27\",\"4823\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"53,27\",\"4834\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"54,27\",\"4968\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"55,27\",\"4991\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"56,27\",\"5003\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""click\",\"c2\",\"\",\"5082\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"56,27\",\"5083\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"56,29\",\"5497\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"57,30\",\"5498\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"59,33\",\"5509\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"61,36\",\"5520\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"63,39\",\"5532\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"67,42\",\"5543\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"70,43\",\"5554\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"76,44\",\"5566\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"80,44\",\"5577\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"90,42\",\"5588\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"95,40\",\"5599\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c2\",\"out\",\"5611\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn3\",\"Strategie 3\",\"5611\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn3\",\"Strategie 3\",\"5656\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn2\",\"Strategie 2\",\"5756\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn2\",\"Strategie 2\",\"5860\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn2\",\"Strategie 2\",\"6365\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn2\",\"Strategie 2\",\"6490\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn1\",\"Strategie 1\",\"6522\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn1\",\"Strategie 1\",\"6544\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn3\",\"Strategie 3\",\"7287\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn3\",\"Strategie 3\",\"7321\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c2\",\"in\",\"7321\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"82,31\",\"7322\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"82,31\",\"7330\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"69,32\",\"7332\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"33,34\",\"7343\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"21,34\",\"7354\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c2\",\"out\",\"7366\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c1\",\"in\",\"7366\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"97,34\",\"7366\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"89,34\",\"7377\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"76,34\",\"7389\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"81,34\",\"7432\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c1\",\"86,34\",\"7443\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c1\",\"out\",\"7455\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"c2\",\"in\",\"7467\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"6,27\",\"7467\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"6,27\",\"7470\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"30,22\",\"7477\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"40,20\",\"7488\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"74,15\",\"7499\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mousemove\",\"c2\",\"86,13\",\"7511\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"c2\",\"out\",\"7522\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn3\",\"Strategie 3\",\"7793\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""onclick\",\"btn3\",\"Strategie 3\",\"8198\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn3\",\"Strategie 3\",\"8323\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseover\",\"btn3\",\"Strategie 3\",\"8602\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""mouseout\",\"btn3\",\"Strategie 3\",\"8751\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""fertig\",\"fertig\",\"fertig\",\"9537\","-1"
"634","","","2_3x3_2.php","","134.76.63.1","btn3","2014-10-07 13:43:06",""submit\",\"erwartung\",\"288\",\"16219\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""onload\",\"body\",\"body\",\"124\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""subject\",\"random\",\"1\",\"139\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""order\",\"col\",\"0_1_2\",\"139\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""order\",\"row\",\"1_0_2\",\"139\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""events\",\"open_close\",\"1_1\",\"139\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mouseover\",\"a0\",\"in\",\"3372\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a0\",\"51,31\",\"3374\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""click\",\"b0\",\"\",\"3380\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a0\",\"53,31\",\"3694\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mouseout\",\"a0\",\"out\",\"4516\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mouseover\",\"a1\",\"in\",\"4517\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a1\",\"53,24\",\"4520\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""click\",\"b1\",\"\",\"4526\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a1\",\"58,24\",\"4970\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a1\",\"66,23\",\"4972\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a1\",\"77,23\",\"4985\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a1\",\"89,23\",\"5004\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mouseout\",\"a1\",\"out\",\"5013\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mouseover\",\"a2\",\"in\",\"5027\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"2,23\",\"5029\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"9,24\",\"5044\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"14,24\",\"5050\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"18,25\",\"5066\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"21,25\",\"5071\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"24,26\",\"5085\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"25,26\",\"5094\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"27,26\",\"5125\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"28,26\",\"5153\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"29,26\",\"5193\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"29,25\",\"5268\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"30,25\",\"5269\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"31,25\",\"5702\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"35,25\",\"5706\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"42,26\",\"5732\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"46,26\",\"5743\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"56,26\",\"5780\","-1"
"661","","","2_3x3_2.php","","79.239.7.25","","2014-10-07 14:19:08",""mousemove\",\"a2\",\"61,26\",\"5830\","-1"
