"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"86,24\",\"7970\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"86,24\",\"7973\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"92,24\",\"7987\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"92,24\",\"7988\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"99,24\",\"8004\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a0\",\"99,24\",\"8004\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"a0\",\"out\",\"8020\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"a0\",\"\",\"8070\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"a1\",\"36 ; 55\",\"8070\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"1,24\",\"8071\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"1,24\",\"8074\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"8,24\",\"8094\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"8,24\",\"8095\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"15,24\",\"8104\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"15,24\",\"8105\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"20,24\",\"8124\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"20,24\",\"8124\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"23,23\",\"8138\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"23,23\",\"8139\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"24,23\",\"8158\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"24,23\",\"8158\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,23\",\"8172\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,23\",\"8173\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,25\",\"8642\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,25\",\"8643\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,31\",\"8659\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,31\",\"8659\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,41\",\"8676\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"26,41\",\"8676\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"a1\",\"out\",\"8693\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"a1\",\"\",\"8711\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b1\",\"12 ; 16\",\"8711\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,4\",\"8711\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,4\",\"8715\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,10\",\"8727\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,10\",\"8728\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,15\",\"8744\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,15\",\"8744\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,20\",\"8761\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,20\",\"8761\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,23\",\"8777\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,23\",\"8778\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,25\",\"8794\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,25\",\"8795\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,27\",\"8811\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,27\",\"8811\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,28\",\"8828\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,28\",\"8828\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,29\",\"8845\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"27,29\",\"8846\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"28,30\",\"8862\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"28,30\",\"8862\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"28,31\",\"8878\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"28,31\",\"8880\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,31\",\"9182\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"26,31\",\"9183\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"18,31\",\"9199\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"18,31\",\"9202\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"9,30\",\"9216\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"9,30\",\"9216\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"b1\",\"out\",\"9233\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b1\",\"\",\"9300\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b0\",\"43 ; 87\",\"9300\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"99,21\",\"9300\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"99,21\",\"9303\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"94,19\",\"9323\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"94,19\",\"9324\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"92,18\",\"9333\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"92,18\",\"9334\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"90,18\",\"9352\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"90,18\",\"9353\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"89,18\",\"9368\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"89,18\",\"9368\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"88,18\",\"9385\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"88,18\",\"9386\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"87,18\",\"9402\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"87,18\",\"9403\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"86,18\",\"9467\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"86,18\",\"9468\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"86,17\",\"9570\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"86,17\",\"9571\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"92,17\",\"9776\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b0\",\"92,17\",\"9777\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"b0\",\"out\",\"9794\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b0\",\"\",\"9811\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b1\",\"12 ; 16\",\"9811\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"4,6\",\"9811\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"b1\",\"4,6\",\"9814\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"b1\",\"out\",\"9827\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"b1\",\"\",\"9845\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"a1\",\"36 ; 55\",\"9845\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"57,49\",\"9845\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"57,49\",\"9849\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"75,43\",\"9861\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"75,43\",\"9862\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"88,38\",\"9878\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"88,38\",\"9879\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"95,35\",\"9895\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mousemove\",\"a1\",\"95,35\",\"9896\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"a1\",\"out\",\"9912\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"btn1\",\"Strategie 1\",\"10044\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""onclick\",\"btn1\",\"Strategie 1\",\"10337\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"btn1\",\"Strategie 1\",\"10910\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseover\",\"btn2\",\"Strategie 2\",\"10910\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""mouseout\",\"btn2\",\"Strategie 2\",\"10927\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""fertig\",\"fertig\",\"fertig\",\"12669\","-1"
"676","v2","","4_2x2_2.php","David","93.222.125.25","btn1","2014-10-07 14:49:33",""fertig\",\"erwartung\",\"36\",\"23307\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""onload\",\"body\",\"body\",\"27\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""subject\",\"random\",\"0\",\"31\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""order\",\"col\",\"0_1\",\"31\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""order\",\"row\",\"0_1\",\"31\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""events\",\"open_close\",\"1_1\",\"32\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseover\",\"btn1\",\"Strategie 1\",\"2399\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseout\",\"btn1\",\"Strategie 1\",\"3495\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseover\",\"a1\",\"in\",\"3551\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"99,29\",\"3551\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"97,29\",\"3559\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"95,29\",\"3567\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"94,29\",\"3575\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"92,29\",\"3583\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"90,29\",\"3591\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"87,29\",\"3599\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"87,29\",\"3607\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"85,29\",\"3615\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"84,29\",\"3623\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"83,29\",\"3639\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"80,29\",\"3647\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"79,30\",\"3655\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"75,31\",\"3663\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"71,32\",\"3671\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"65,33\",\"3679\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"57,34\",\"3687\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"44,35\",\"3695\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"34,35\",\"3703\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"21,37\",\"3711\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"7,37\",\"3719\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseout\",\"a1\",\"out\",\"3727\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseover\",\"a0\",\"in\",\"3768\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"82,37\",\"3768\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"74,37\",\"3775\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"67,37\",\"3783\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"61,37\",\"3791\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"56,37\",\"3799\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"50,37\",\"3807\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"46,37\",\"3815\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"43,37\",\"3823\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"41,37\",\"3831\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"40,37\",\"3839\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"38,38\",\"3847\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"37,38\",\"3855\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"36,38\",\"3863\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"37,38\",\"4151\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"38,38\",\"4167\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"39,38\",\"4207\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"40,37\",\"4215\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"40,37\",\"4239\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"41,37\",\"4631\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""click\",\"a0\",\"\",\"4720\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"42,37\",\"5119\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"45,38\",\"5127\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"54,41\",\"5135\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"63,45\",\"5143\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a0\",\"74,48\",\"5151\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseout\",\"a0\",\"out\",\"5159\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseover\",\"b1\",\"in\",\"5187\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"b1\",\"37,3\",\"5188\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"b1\",\"74,5\",\"5205\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"b1\",\"87,5\",\"5207\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"b1\",\"97,4\",\"5215\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseout\",\"b1\",\"out\",\"5223\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mouseover\",\"a1\",\"in\",\"5359\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"99,41\",\"5359\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"95,41\",\"5367\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"90,39\",\"5375\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"85,38\",\"5383\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"81,37\",\"5391\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"78,37\",\"5399\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"75,37\",\"5407\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"71,37\",\"5415\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"70,37\",\"5423\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""click\",\"a1\",\"\",\"5559\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"69,37\",\"5591\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"68,37\",\"5607\","-1"
"692","v1","","4_2x2_2.php","Trombidu","139.11.48.49","btn1","2014-10-07 15:33:45",""mousemove\",\"a1\",\"67,37\",\"5631\","-1"
