"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"1,25.279998779296875\",\"3511\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mouseover\",\"b1\",\"0 ; 0\",\"3517\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"8,26.279998779296875\",\"3523\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"13,26.279998779296875\",\"3525\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"17,26.279998779296875\",\"3535\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"23,26.279998779296875\",\"3546\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"30,27.279998779296875\",\"3557\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"38,27.279998779296875\",\"3569\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"47,27.279998779296875\",\"3579\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"54,28.279998779296875\",\"3590\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"57,28.279998779296875\",\"3602\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"60,28.279998779296875\",\"3613\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a1\",\"62,28.279998779296875\",\"3623\","-1"
